"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72505394728","2021-01-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  36.5","24","  24.6","24","1030.1","24","025.1","24","  9.8","24","  4.4","24","  8.9","999.9","  48.0"," ","  33.1"," "," 0.39","G","999.9","010000"
"72505394728","2021-01-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  41.5","24","  35.3","24","1012.8","16","008.0","24","  5.9","24","  6.2","24","  9.9"," 21.0","  51.1"," ","  33.1"," "," 0.67","G","999.9","010000"
"72505394728","2021-01-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  36.6","24","  29.9","24","1018.0","21","012.7","24","  8.4","24","  6.7","24"," 12.0"," 22.0","  51.1"," ","  34.0"," "," 0.05","G","999.9","011000"
"72505394728","2021-01-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  37.7","24","  32.1","24","1014.5","19","009.5","24","  9.2","24","  5.3","24"," 11.1"," 18.1","  43.0"," ","  34.0"," "," 0.24","G","999.9","011000"
"72505394728","2021-01-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  38.4","24","  29.6","24","1013.1","22","008.2","24"," 10.0","24","  3.9","24","  7.0","999.9","  43.0"," ","  35.1"," "," 0.02","G","999.9","000000"
"72505394728","2021-01-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  37.4","24","  26.5","24","1014.4","19","009.5","24"," 10.0","24","  6.4","24"," 15.0"," 22.0","  42.1"," ","  35.1"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  35.3","24","  20.6","24","1018.0","24","013.0","24"," 10.0","24","  7.2","22"," 11.1"," 18.1","  41.0"," ","  30.9"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  32.0","24","  19.5","24","1016.4","24","011.4","24"," 10.0","24","  4.5","21","  8.9","999.9","  41.0"," ","  27.0"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  30.7","24","  14.9","24","1011.6","24","006.6","24"," 10.0","24","  6.0","23"," 13.0"," 24.1","  37.0"," ","  24.1"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  34.1","24","  16.8","24","1019.9","24","014.8","24"," 10.0","24","  4.1","23","  8.9"," 15.9","  41.0"," ","  24.1"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  32.4","24","  20.5","24","1025.4","24","020.4","24"," 10.0","24","  2.7","24","  5.1","999.9","  41.0"," ","  28.0"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  37.3","24","  23.0","24","1019.9","24","015.0","24","  9.4","24","  3.4","24","  6.0","999.9","  44.1"," ","  28.0"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-13","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  38.9","24","  22.9","24","1016.8","24","011.9","24","  8.9","24","  3.0","23","  8.0"," 17.1","  44.1"," ","  33.1"," "," 0.00","G","999.9","000000"
"72505394728","2021-01-14","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  42.9","24","  28.4","24","1010.5","24","005.6","24","  8.2","24","  1.6","24","  4.1","999.9","  48.9"," ","  35.1"," "," 0.00","G","999.9","000000"
