"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"48855099999","2021-01-01","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  67.2","24","  57.5","24","9999.9"," 0","999.9"," 0","  4.9","24","  5.5","24"," 12.0","999.9","  70.2","*","  64.4","*"," 0.00","G","999.9","010000"
"48855099999","2021-01-02","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  66.2","24","  58.5","24","9999.9"," 0","999.9"," 0","  4.8","24","  3.3","24","  9.9","999.9","  68.0","*","  64.4","*","99.99"," ","999.9","010000"
"48855099999","2021-01-03","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  68.1","24","  62.5","24","9999.9"," 0","999.9"," 0","  5.6","24","  1.6","24","  5.1","999.9","  71.6","*","  64.9"," ","99.99"," ","999.9","010000"
"48855099999","2021-01-04","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  69.9","24","  63.4","24","9999.9"," 0","999.9"," 0","  5.0","24","  2.1","24","  6.0","999.9","  73.4","*","  67.1"," "," 0.02","G","999.9","010000"
"48855099999","2021-01-05","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  69.4","24","  65.9","24","9999.9"," 0","999.9"," 0","  4.3","24","  2.9","24","  6.0","999.9","  71.6","*","  68.0"," "," 0.00","G","999.9","010000"
"48855099999","2021-01-06","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  69.9","24","  67.2","24","9999.9"," 0","999.9"," 0","  3.6","24","  2.3","24","  6.0","999.9","  74.7"," ","  67.8"," "," 0.14","G","999.9","010000"
"48855099999","2021-01-07","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  69.8","24","  66.2","24","9999.9"," 0","999.9"," 0","  4.5","24","  3.5","24","  9.9","999.9","  75.2","*","  67.8","*"," 0.02","G","999.9","010000"
"48855099999","2021-01-08","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  65.4","24","  61.9","24","9999.9"," 0","999.9"," 0","  3.7","24","  5.6","24"," 15.9","999.9","  69.6"," ","  62.6","*"," 0.47","G","999.9","010000"
"48855099999","2021-01-09","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  64.9","24","  56.6","24","9999.9"," 0","999.9"," 0","  5.9","24","  4.3","24","  7.0","999.9","  68.0","*","  62.2"," "," 0.00","G","999.9","000000"
"48855099999","2021-01-10","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  65.7","24","  56.7","24","9999.9"," 0","999.9"," 0","  6.0","24","  4.9","24","  8.0","999.9","  69.8","*","  63.3"," "," 0.00","G","999.9","010000"
"48855099999","2021-01-11","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  63.1","24","  53.1","24","9999.9"," 0","999.9"," 0","  6.2","24"," 10.1","24"," 17.1","999.9","  68.0"," ","  59.0","*"," 0.00","G","999.9","000000"
"48855099999","2021-01-12","16.043917","108.19937","10.05","DANANG INTERNATIONAL, VM","  60.2","24","  50.2","24","9999.9"," 0","999.9"," 0","  5.0","24","  4.4","24","  9.9","999.9","  62.6","*","  59.0","*"," 0.00","G","999.9","000000"
