"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"43295099999","2021-01-01","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.0"," 7","  58.8"," 7","9999.9"," 0","910.8"," 7","  4.1"," 7","  2.8"," 7","  4.1","999.9","  77.5"," ","  61.9"," "," 0.02","G","999.9","000000"
"43295099999","2021-01-02","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.7"," 8","  63.2"," 8","9999.9"," 0","910.6"," 8","  3.4"," 8","  2.8"," 8","  4.1","999.9","  78.8"," ","  61.9"," ","99.99"," ","999.9","010000"
"43295099999","2021-01-03","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.4"," 8","  65.3"," 8","9999.9"," 0","909.2"," 8","  4.3"," 8","  3.5"," 8","  5.1","999.9","  78.8"," ","  65.8"," "," 0.00","G","999.9","000000"
"43295099999","2021-01-04","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.5"," 8","  64.2"," 8","9999.9"," 0","909.8"," 8","  3.4"," 8","  2.2"," 8","  5.1","999.9","  81.7"," ","  66.2","*"," 0.00","G","999.9","000000"
"43295099999","2021-01-05","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.5"," 8","  65.2"," 8","9999.9"," 0","910.0"," 8","  4.3"," 8","  2.8"," 8","  5.1","999.9","  79.2","*","  65.7"," "," 0.00","G","999.9","000000"
"43295099999","2021-01-06","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.2"," 7","  66.9"," 7","9999.9"," 0","909.5"," 7","  3.0"," 7","  1.2"," 7","  9.9","999.9","  81.1"," ","  68.0"," "," 0.43","E","999.9","010000"
"43295099999","2021-01-07","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.8"," 8","  67.6"," 8","9999.9"," 0","908.2"," 8","  3.9"," 8","  1.9"," 8","  2.9","999.9","  77.7"," ","  66.4"," "," 0.02","E","999.9","010000"
"43295099999","2021-01-08","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.1"," 8","  66.7"," 8","9999.9"," 0","908.1"," 8","  3.9"," 8","  1.0"," 8","  2.9","999.9","  80.6"," ","  68.0"," "," 0.00","E","999.9","000000"
"43295099999","2021-01-09","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.5"," 8","  65.9"," 8","9999.9"," 0","908.8"," 8","  3.9"," 8","  1.7"," 8","  4.1","999.9","  80.6"," ","  66.6","*"," 0.00","G","999.9","010000"
"43295099999","2021-01-10","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.9"," 8","  65.2"," 8","9999.9"," 0","909.4"," 8","  4.3"," 8","  1.7"," 8","  4.1","999.9","  79.2","*","  65.5"," "," 0.00","G","999.9","010000"
"43295099999","2021-01-11","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.9"," 8","  65.1"," 8","9999.9"," 0","910.1"," 8","  3.9"," 8","  1.1"," 8","  2.9","999.9","  80.4"," ","  66.9","*"," 0.00","G","999.9","000000"
"43295099999","2021-01-12","12.9666666","77.5833333","921.0","BANGALORE, IN","  68.8"," 8","  59.9"," 8","9999.9"," 0","910.2"," 8","  4.3"," 8","  1.7"," 8","  2.9","999.9","  77.7"," ","  64.8"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-13","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.3"," 8","  60.7"," 8","9999.9"," 0","909.7"," 8","  4.3"," 8","  2.1"," 8","  4.1","999.9","  78.8","*","  62.2"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-14","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.5"," 8","  63.3"," 8","9999.9"," 0","909.5"," 8","  4.3"," 8","  2.5"," 8","  6.0","999.9","  81.9"," ","  61.5"," "," 0.00","E","999.9","010000"
"43295099999","2021-01-15","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.3"," 8","  63.3"," 8","9999.9"," 0","909.3"," 8","  4.3"," 8","  2.2"," 8","  2.9","999.9","  77.7","*","  63.1"," "," 0.00","G","999.9","000000"
"43295099999","2021-01-16","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.9"," 8","  62.4"," 7","9999.9"," 0","908.7"," 8","  3.9"," 8","  2.6"," 8","  4.1","999.9","  81.3"," ","  64.6"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-17","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.0"," 8","  59.3"," 8","9999.9"," 0","909.7"," 8","  4.3"," 8","  1.5"," 8","  4.1","999.9","  84.6"," ","  62.6","*"," 0.00","I","999.9","000000"
"43295099999","2021-01-18","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.2"," 8","  58.4"," 8","9999.9"," 0","910.3"," 8","  4.3"," 8","  0.7"," 8","  1.9","999.9","  85.3"," ","  59.9"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-19","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.2"," 8","  59.2"," 8","9999.9"," 0","910.4"," 7","  4.3"," 8","  0.7"," 8","  2.9","999.9","  83.8"," ","  61.0"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-20","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.9"," 8","  61.4"," 8","9999.9"," 0","911.0"," 8","  4.3"," 8","  1.2"," 8","  2.9","999.9","  83.1"," ","  60.8"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-21","12.9666666","77.5833333","921.0","BANGALORE, IN","  74.8"," 8","  63.2"," 8","9999.9"," 0","910.3"," 8","  4.3"," 8","  0.2"," 8","  1.9","999.9","  88.0"," ","  62.6"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-22","12.9666666","77.5833333","921.0","BANGALORE, IN","  74.9"," 8","  65.6"," 8","9999.9"," 0","910.2"," 8","  3.9"," 8","  1.6"," 8","  4.1","999.9","  88.0"," ","  68.0","*"," 0.00","I","999.9","000000"
"43295099999","2021-01-23","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.5"," 8","  60.8"," 8","9999.9"," 0","910.5"," 8","  4.3"," 8","  1.9"," 8","  2.9","999.9","  86.5"," ","  64.4"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-24","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.5"," 8","  57.4"," 8","9999.9"," 0","911.2"," 7","  4.3"," 8","  1.5"," 8","  1.9","999.9","  84.6"," ","  62.6"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-25","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.8"," 8","  57.4"," 8","9999.9"," 0","911.5"," 8","  4.3"," 8","  1.6"," 8","  2.9","999.9","  85.1"," ","  61.3"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-26","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.5"," 8","  55.2"," 8","9999.9"," 0","910.7"," 8","  4.3"," 8","  1.0"," 8","  1.9","999.9","  84.9"," ","  59.7"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-27","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.1"," 8","  55.7"," 8","9999.9"," 0","911.0"," 8","  4.3"," 8","  2.2"," 8","  4.1","999.9","  87.4"," ","  59.7"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-28","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.9"," 8","  57.2"," 8","9999.9"," 0","911.3"," 8","  4.3"," 8","  2.7"," 8","  5.1","999.9","  86.4"," ","  60.8"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-29","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.4"," 8","  60.1"," 8","9999.9"," 0","911.8"," 8","  4.3"," 8","  2.5"," 8","  4.1","999.9","  83.1"," ","  64.4"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-30","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.1"," 8","  58.8"," 8","9999.9"," 0","911.0"," 8","  4.3"," 8","  2.2"," 8","  2.9","999.9","  84.7"," ","  63.3"," "," 0.00","I","999.9","000000"
"43295099999","2021-01-31","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.9"," 8","  58.1"," 8","9999.9"," 0","911.6"," 8","  3.9"," 8","  2.8"," 8","  4.1","999.9","  85.6"," ","  63.0"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-01","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.0"," 8","  54.8"," 8","9999.9"," 0","913.0"," 8","  4.3"," 8","  2.2"," 8","  4.1","999.9","  86.2"," ","  62.2"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-02","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.7"," 8","  57.9"," 8","9999.9"," 0","912.9"," 8","  4.3"," 8","  2.9"," 8","  5.1","999.9","  85.3"," ","  62.2"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-03","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.2"," 8","  58.2"," 8","9999.9"," 0","912.4"," 8","  4.3"," 8","  2.7"," 8","  4.1","999.9","  83.5"," ","  64.2"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-04","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.7"," 8","  55.5"," 8","9999.9"," 0","912.2"," 8","  3.4"," 8","  2.7"," 8","  4.1","999.9","  83.3"," ","  61.0"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-05","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.9"," 8","  54.0"," 8","9999.9"," 0","911.4"," 8","  4.3"," 8","  2.7"," 8","  5.1","999.9","  84.9"," ","  59.7"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-06","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.3"," 8","  54.1"," 8","9999.9"," 0","910.8"," 8","  4.3"," 8","  2.5"," 8","  6.0","999.9","  86.7"," ","  60.1"," "," 0.00","I","999.9","000000"
"43295099999","2021-02-07","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.1"," 8","  48.8"," 8","9999.9"," 0","911.4"," 8","  4.3"," 8","  2.5"," 8","  4.1","999.9","  86.7"," ","  59.0"," "," 0.00","I","999.9","000000"
